store,country,package,reviewId,userName,score,at,content,replyContent,version,thumbsUp,sent_compound,sent_pos,sent_neu,sent_neg,sent_label
google_play,au,com.freely.prod,20386e4f-c0a5-40f1-8b01-2d28e0cbc203,Tony Clarke,5,2025-10-21T05:28:10+00:00,easy to use app to get trouble free travel insurance,,5.10.0,0,0.5423,0.39,0.44,0.17,pos
google_play,au,com.freely.prod,e433aea0-ec72-4429-9f37-be6fa25dd012,Amanda Hanley,5,2025-10-20T22:27:51+00:00,it's easy to use and last time I travelled i had a claim due to a cyclone and they were great,,5.10.0,0,0.7906,0.269,0.731,0.0,pos
google_play,au,com.freely.prod,beb2c05b-93c2-484e-ac49-24ff7a5fb21c,Chris Rea,5,2025-10-18T12:30:55+00:00,Very easy to use and self-explanatory.,,5.10.0,0,0.4927,0.39,0.61,0.0,pos
google_play,au,com.freely.prod,cbfc869b-90e9-4386-9da0-f4b9b4559a4a,Dean Anthony,1,2025-10-07T01:49:52+00:00,"DO NOT USE THIS SERVICE! Took more than a week to resolve only to respond that you wont get a claim, and you wont get a money simply if your claim is under $300 even if you have submitted all receipts, lab test.",,5.9.0,0,0.4389,0.064,0.936,0.0,pos
google_play,au,com.freely.prod,11676996-d07b-492c-bd18-655b7a86a080,Rod Heaysman,5,2025-09-23T12:26:06+00:00,Definately a simple process online once you have the app and an account.,,5.8.0,0,0.0,0.0,1.0,0.0,neu
google_play,au,com.freely.prod,581f8735-b3b3-4714-a73d-33407fa5f2d9,Julie Hunter,5,2025-08-16T23:23:53+00:00,Easy to apply for just what you need,,5.8.0,0,0.4404,0.293,0.707,0.0,pos
google_play,au,com.freely.prod,a942f608-e8f3-4500-bd89-04b0925cd059,Jan,5,2025-08-09T23:22:35+00:00,quick and easy to do. love the app,,5.8.0,0,0.7964,0.542,0.458,0.0,pos
google_play,au,com.freely.prod,c0cf0034-d3b1-430c-97de-13c54cdefa7e,Iain Hayes,5,2025-08-03T02:02:40+00:00,haven't had to make a claim but has been easy and cheap for last few trips,,5.7.0,0,0.5927,0.204,0.796,0.0,pos
google_play,au,com.freely.prod,1ba62215-a11e-4ccf-8dd2-bb53ddd01b63,Boyd Briese,5,2025-08-01T23:29:17+00:00,The app works well and made it easy to go through the process of buying insurance for our trip.,,5.7.0,0,0.6124,0.227,0.773,0.0,pos
google_play,au,com.freely.prod,110fd2d5-7f28-4c5e-8738-6803c0a2d719,A Google user,5,2025-08-01T23:03:27+00:00,"Will cover under 18's travelling overseas without parents!! My son will be 18 on date of travel but not until a month before leaving, no other policy would allow me to purchase a policy.",,5.7.0,1,-0.2579,0.062,0.848,0.09,neg
google_play,au,com.freely.prod,c7f0f9e2-8872-4560-b29a-10aec6111d55,Sharyn Harrex,5,2025-07-31T08:04:41+00:00,easy as to do competitive price,,5.7.0,0,0.5574,0.535,0.465,0.0,pos
google_play,au,com.freely.prod,e31d67e3-e817-4885-b40b-63fea11a1553,Jan Rees,5,2025-07-30T04:05:49+00:00,Great insurance and easy app,,5.7.0,0,0.7906,0.7,0.3,0.0,pos
google_play,au,com.freely.prod,aa5dada4-0e1c-4655-a107-35ce42f51a61,Libby Lake,5,2025-07-26T10:13:27+00:00,"Absolutely love Freely, have used them the last few times I've travelled overseas and on local cruises and find them exceptional to deal with",,5.7.0,0,0.8258,0.259,0.741,0.0,pos
google_play,au,com.freely.prod,34984047-c440-4792-bad2-788a6de8d36a,Gary Witt,5,2025-07-14T06:58:22+00:00,easy and simple to set up and easy when you have to claim,,5.6.1,0,0.7003,0.345,0.655,0.0,pos
google_play,au,com.freely.prod,6156660e-6c71-4f47-8b42-64c0ed68057a,Iwan Phillips,1,2025-07-01T15:11:18+00:00,asks for country but only offers Australia or USA. Waste of time,,,0,-0.5719,0.0,0.748,0.252,neg
google_play,au,com.freely.prod,0227d60c-1f72-47b7-930b-991e9075c014,Kelli K,4,2025-06-15T06:34:48+00:00,"Great value, easy to use, hoping I have no need to claim 🙏 will update if that happens.",,5.4.1,1,0.875,0.43,0.493,0.077,pos
google_play,au,com.freely.prod,9d616f08-06a2-477f-b978-74a613ce674c,Pat 666,1,2025-06-14T07:47:43+00:00,rubbish,,5.4.1,0,0.0,0.0,1.0,0.0,neu
google_play,au,com.freely.prod,059d4cd4-192e-4b3e-83e9-48b5ca29fa05,Stella Chiera,5,2025-06-01T01:17:33+00:00,very helpful staff member.,,5.2.1,0,0.4754,0.508,0.492,0.0,pos
google_play,au,com.freely.prod,7abbe11d-db13-44f0-b8f5-94f21873987f,Shelley Roodt,5,2025-05-20T23:30:14+00:00,Easy and efficient.,,5.4.1,0,0.6908,0.851,0.149,0.0,pos
google_play,au,com.freely.prod,40a4e30a-bf09-4c96-999e-14a004e55be1,Glenn E,5,2025-04-30T10:14:35+00:00,"Used once before and claimed some medical expenses, which was easy. This is why I have used again as was very happy with service and the experience.","Hey Glenn, thanks so much for the feedback! We're so glad to have been able to help out on your trip. We'd love to travel with you again, so please don't hesitate to reach out with any questions about a future policy. Thanks again, Glenn!",5.4.1,2,0.7841,0.216,0.784,0.0,pos
google_play,au,com.freely.prod,7b21dc3e-93c4-4025-bcc7-b0b5a9461a0b,Crazy Aussie,5,2025-04-13T07:27:45+00:00,"love these guys. quick, affordable has Afterpay!! Friendly and helpful when you need to claim. fast turn around time on claims a well. highly recommend","Hey there, thanks so much for taking the time to leave us this feedback :-) We're so happy you enjoyed arranging your travel insurance with Freely – and that we could help out with your travel mishap. Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.3.1,0,0.9401,0.439,0.561,0.0,pos
google_play,au,com.freely.prod,4dd695f5-a220-4d8c-a335-22620294099d,Rosalind Cook,5,2025-04-03T08:05:01+00:00,Love the app. Easy to purchase your insurance.,"Hi Rosalind, thanks so much for the feedback! We're so glad you enjoyed arranging your travel insurance with Freely. Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.3.1,0,0.7964,0.542,0.458,0.0,pos
google_play,au,com.freely.prod,1c712cb3-95a6-4c72-ac5f-db84c1096021,Roger Maitri Brindle,5,2025-04-02T06:17:27+00:00,quick and satisfactory turnaround on my claim for car rental damage... very pleased with service and with efficiency of the app!,"Hi Roger, thanks so much for your review! We're so glad to have helped out with your car rental hiccup. We'll be sure to pass on this feedback to the team. Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.3.1,0,0.6468,0.296,0.593,0.112,pos
google_play,au,com.freely.prod,3b156756-04a0-42c2-91df-bd1b614ab25f,Sharon Tucker,5,2025-03-17T23:23:06+00:00,Clear and easy to understand policy information. Simple application process. Reasonable price.,"Hi Sharon, thanks so much for the feedback! We're so glad you enjoyed arranging your travel insurance with Freely. Any questions about a future policy, please don't hesitate to reach out. Thanks again!",,0,0.6705,0.355,0.645,0.0,pos
google_play,au,com.freely.prod,b83cbad3-91eb-4248-857b-9c185fcb7941,Jason Olsoen,5,2025-02-28T09:58:24+00:00,AWESOME EXPERIENCE HIGHLY RECOMMENDED,"Thanks for the feedback, Jason! We really appreciate it. Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.2.1,0,0.7346,0.756,0.244,0.0,pos
google_play,au,com.freely.prod,a49b1e20-ac01-44b4-af18-cc27cb003274,Agustina Scampini,5,2025-02-17T21:58:45+00:00,"Easy to navigate, clear and responds so quickly. Again: EASY TO NAVIGATE! Create quotes with add ons, edit and delete as you wish. Easy check out. This is how travel should be in 2025. cheers !","Hi Agustina! Thanks so much for taking the time to leave this awesome feedback. We're so glad to hear that you found arranging your travel insurance with Freely easy and smooth. We created our optional Daily Boost and Trip Extras for travellers like you :-) Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.2.0,2,0.9627,0.417,0.583,0.0,pos
google_play,au,com.freely.prod,a12aca77-7851-4dcf-9c12-16d4d1f4c777,Freda Louizos,5,2025-02-15T03:13:49+00:00,"easy to use, very straight forward, very competitive. thankyou 😊","Hi Freda, thanks so much for the feedback! We're so glad you enjoyed arranging your travel insurance with Freely. Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.2.0,0,0.9072,0.597,0.403,0.0,pos
google_play,au,com.freely.prod,18456a5e-abfd-440e-9663-b7b9b2580245,Koby Thitirat Mcdonald,4,2025-02-13T06:03:40+00:00,it is easy and quick,"Hi Koby! Thanks so much for your feedback – we really appreciate it :-) Any questions about a future policy, please don't hesitate to reach out. Thanks again!",5.2.0,1,0.4404,0.42,0.58,0.0,pos
google_play,au,com.freely.prod,f6d341d0-495b-44f5-ac5d-a9bf1c1cadaf,Neil Kirk,1,2025-02-05T16:24:39+00:00,Won't download,,,0,0.0,0.0,1.0,0.0,neu
google_play,au,com.freely.prod,66680027-bc72-4f40-a5b8-d9c4e8a1eab6,Naomi Swain,5,2025-01-30T05:09:29+00:00,really reasonable pricing and having the capacity to add days of extras like snow-mobiling rather than for the whole trip is great!,"Hi Naomi, thank you for taking the time to leave this review! We're really happy that you've enjoyed travelling with Freely and our pay-per-day Snow Sports Boost. Any questions about a future policy, please don't hesitate to reach out. Thanks again Naomi!",5.1.0,0,0.784,0.256,0.744,0.0,pos
google_play,au,com.freely.prod,d6c8f025-d0ba-466e-bb48-6d1dec7f0d3f,Stephen Rath,5,2025-01-30T00:10:24+00:00,"Best Travel Insurance ever! App is simple to understand and navigate. Premium is very reasonably priced, too. Wouldn't go anywhere else.","Hey Stephen, thanks so much for this awesome feedback! We're so glad to hear you've enjoyed travelled with Freely. Any questions about a future policy, please don't hesitate to reach out :-) Thanks again!",5.1.0,0,0.6696,0.183,0.817,0.0,pos
google_play,au,com.freely.prod,4bcad14f-c1d6-41ff-a1a1-9e3e4f3e97fb,Hanly Limboro,1,2025-01-25T05:22:29+00:00,"WARNING!! Although the app is easy to use, the insurance company CoverMore Insurance and it's parent company Zurich Insurance will refuse to pay for your insurance claim. The companies will use the fine prints in their product disclosure statement (PDS) as reasons to not pay you. So if you want travel insurance company that will pay you in case you got injured and lost a luggage, I suggest you find another app with the backing of reliable insurance company. Use this app at your own risk.","Hi Hanly, thanks for taking the time to leave your honest feedback. We understand you've been in touch with our team about an official complaint. If you'd like to discuss the details of this, please don't hesitate to contact us on team@gofreely.help or 1300 772 183 and we can look further into your matter. Thanks again!",4.11.0,2,-0.7996,0.088,0.751,0.161,neg
google_play,au,com.freely.prod,55ac97a3-0893-4e15-9400-9427f8fb1427,Sameer Moosajee,5,2025-01-24T21:39:28+00:00,Had to extend my international travel insurance policy while abroad on the Freely App. Found the app to be user friendly and the process was simple and straightforward.,"Hi Sameer! Thanks so much for the feedback. We're so glad you enjoyed travelled with Freely! Any questions about a future policy, please don't hesitate to reach out. Thanks again, Sameer!",4.11.0,1,0.7783,0.238,0.762,0.0,pos
google_play,au,com.freely.prod,5011bcea-c3d4-45f5-8e71-8a4765d0ef84,Dianne Dolman,3,2025-01-23T06:04:40+00:00,Frustrating,"Hi Dianne, thanks for leaving your honest feedback. We're keen to understand how we can help. Please reach out to our customer support team on team@gofreely.help or 1300 772 183 and we'll assist. Thanks Dianne!",4.11.0,0,-0.4404,0.0,0.0,1.0,neg
google_play,au,com.freely.prod,e6cea2c4-75dd-414d-82bc-0ad0eb7c6b10,Julie Warren,5,2025-01-21T01:19:05+00:00,easy to navigate,"Thanks for the feedback, Julie!",4.11.0,0,0.4404,0.592,0.408,0.0,pos
google_play,au,com.freely.prod,269c407f-bf1b-4174-aefa-2d8e2df2ec86,Eamon Burke,5,2025-01-17T00:35:27+00:00,Easy app to use for quote and super easier to purchase the policy as well. It took me roughly 5 minutes in total!,"Hey Eamon! Thanks so much for the feedback – we're so glad to hear you found it easy to arrange your policy with us. Any questions about a future policy, please don't hesitate to get in touch. Thanks again!",4.11.0,0,0.8999,0.387,0.613,0.0,pos
google_play,au,com.freely.prod,0cd9358c-0b3e-400c-aa32-06b5526815bd,BB KING,5,2025-01-06T09:38:44+00:00,easy to use and direct to the point.,"Hey BB KING, thanks so much for this feedback! We really appreciate it. Any questions about a future policy, please don't hesitate to get in touch. Thanks again!",4.11.0,0,0.4404,0.293,0.707,0.0,pos
google_play,au,com.freely.prod,e3d78afd-38d9-4a9d-9182-e1072e507eb1,Jal,1,2025-01-03T07:33:40+00:00,"The policy does not cover for any flight cancellations expenses or reticketing expenses due to bad weather !!! Read the PDS is was what I was told, in all the years of travelling with insurance...this is the first company which has an exclusion on all flight delays or cancellations except if it's caused by industrial action or strike!! What a con!!!!","Hi Jalnidh, thanks for this feedback. We're sorry you're not happy with your experience. Page 65 of our PDS outlines that we don't cover airline-caused flight cancellations as airlines are typically responsible for arranging new flights. We've lodged a complaint on your behalf (complaint number C012540973). Our team will reach out. Thanks, Jalnidh",4.11.0,2,-0.811,0.0,0.874,0.126,neg
google_play,au,com.freely.prod,18e0293c-99b6-4fca-91de-141bfc3d2dc1,Dave Coghlan,5,2024-12-27T20:31:59+00:00,"Easy process to get quote and purchase travel insurance, great assistance through chat. Thnx Freely!","Hey Dave! Thank you for choosing to travel with Freely and for taking the time to leave this review! We're really happy to hear that you've enjoyed travelling with us. Any questions about a future policy, please don't hesitate to get in touch. Thanks again!",4.11.0,0,0.8805,0.459,0.541,0.0,pos
google_play,au,com.freely.prod,37e307ae-f75a-486f-907b-53e281379605,Martin Corne,5,2024-12-24T08:23:06+00:00,very simple travel insurance transaction at competitive pricing,"Hey there Martin, thanks so much for taking the time to leave us this review! We're really glad that you've enjoyed travelling with Freely. Any questions about a future policy, please don't hesitate to get in touch. Thanks again!",4.11.0,0,0.1779,0.195,0.805,0.0,pos
google_play,au,com.freely.prod,4c773b6b-3990-4f08-a835-c046da4463b6,behnam bozorg,5,2024-12-22T21:24:11+00:00,"Super reliable, fast and supportive team.","Hey Behman! Thanks so much for taking the time to leave us this review, we really appreciate it. We're so glad you've enjoyed your experience with Freely. Any questions about a future policy, please don't hesitate to get in touch. Thanks again.",4.11.0,0,0.7269,0.604,0.396,0.0,pos
google_play,au,com.freely.prod,b0816281-3a8f-482d-a241-06912ea93694,Don Crawford,1,2024-12-19T21:51:28+00:00,"Absolutey useless, why do you have to open an account if its supposed to be free, hein?","Hi Don, sounds like you want to leave a review for Freely UK, the streaming service. Since we don't believe you're a customer of Freely Travel Insurance, we'd love if you could please consider removing your review. Thanks Don – take care.",,0,0.128,0.156,0.711,0.133,pos
