quote_id,mean_urban_pop_2024
1,62.79966666666670
2,87.091
3,76.92114158848900
4,83.515
5,84.884
6,58.945
7,59.204
8,87.091
9,84.62766666666670
10,57.7006387971638
11,50.514191483382700
12,92.134
13,75.86025000000000
14,92.134
15,75.949283176978
16,83.515
17,83.515
18,22.366
19,77.428
20,67.10133333333330
21,13.88
22,71.673
23,86.75
24,92.134
25,92.134
26,82.77200000000000
27,77.895
28,84.884
29,92.134
30,81.393
31,79.201
32,83.515
33,59.204
34,75.73733333333330
35,92.134
36,70.146
37,49.62650000000000
38,79.602
39,65.544
40,75.949283176978
41,72.292
42,71.3535
43,89.6005
44,75.949283176978
45,57.042
46,40.195
47,69.2927
48,46.3425
49,86.9205
50,86.75
51,75.949283176978
52,69.298
53,26.147
54,59.204
55,86.75
56,84.884
57,65.612
58,26.147
59,75.949283176978
60,59.204
61,86.75
62,59.192
63,59.204
64,50.27515203703740
65,40.195
66,86.79366666666670
67,86.9205
68,30.049
69,77.893
70,59.204
71,92.134
72,86.75
73,84.884
74,83.464
75,92.134
76,87.091
77,86.75
78,59.204
79,59.204
80,92.134
81,59.192
82,78.15350000000000
83,86.75
84,100
85,64.73807601851870
86,81.98
87,82.044
88,51.239666666666700
89,50.27515203703740
90,22.366
91,84.884
92,84.884
93,48.614
94,65.544
95,54.32
96,79.65933333333330
97,81.327
98,92.134
99,86.75
100,50.514191483382700
101,54.32
102,59.192
103,85.622
104,81.98
105,63.0347283176978
106,92.134
107,57.7006387971638
108,84.884
109,82.044
110,88.016
111,17.42
112,86.75
113,78.71266666666670
114,83.515
115,77.16
116,82.044
117,59.204
118,87.091
119,59.204
120,50.27515203703740
121,59.204
122,77.30866666666670
123,84.884
124,81.802
125,87.091
126,40.195
127,82.6885
128,50.27515203703740
129,78.708
130,59.204
131,59.204
132,82.3353207942445
133,59.204
134,59.204
135,59.204
136,59.204
137,84.884
138,33.115
139,83.515
140,71.956
141,54.32
142,92.134
143,86.75
144,92.134
145,86.9205
146,59.204
147,75.949283176978
148,59.204
149,75.949283176978
150,59.204
151,86.75
152,66.7605
153,87.091
154,83.515
155,89.6005
156,91.21066666666670
157,59.204
158,82.8048207942445
159,69.298
160,59.192
161,88.008
162,59.204
163,77.895
164,48.614
165,81.98
166,84.884
167,50.13033333333330
168,40.195
169,59.204
170,60.33
171,79.74
172,87.091
173,63.11221760700770
174,77.895
175,54.32
176,83.464
177,70.77487187732560
178,59.204
179,59.204
180,86.75
181,80.01966666666670
182,40.195
183,75.949283176978
184,54.32
185,54.32
186,59.204
187,19.416
188,59.204
189,83.515
190,59.204
191,84.1995
192,59.192
193,86.75
194,70.0975
195,84.884
196,83.515
197,59.204
198,82.7475
199,54.32
200,87.091
201,89.6005
202,54.32
203,59.204
204,13.88
205,59.204
206,77.893
207,89.6005
208,45.5935
209,65.643
210,86.75
211,63.7106156319769
212,75.949283176978
213,87.85125
214,87.091
215,59.204
216,59.204
217,81.98
218,59.192
219,54.32
220,26.147
221,59.204
222,89.63825
223,82.044
224,59.204
225,92.134
226,87.091
227,77.047
228,65.544
229,84.884
230,75.949283176978
231,50.27515203703740
232,59.204
233,59.204
234,80.984
235,100
236,78.839
237,65.544
238,81.98
239,59.204
240,59.204
241,57.7725
242,92.134
243,83.515
244,83.45966666666670
245,86.75
246,76.0865
247,86.75
248,59.204
249,77.16
250,82.77200000000000
251,75.949283176978
252,59.204
253,75.949283176978
254,83.515
255,86.75
256,86.75
257,90.749
258,48.614
259,83.515
260,84.884
261,78.95966666666670
262,59.204
263,80.90633333333330
264,70.8320566353956
265,77.3205
266,77.16
267,87.091
268,83.515
269,75.949283176978
270,86.816
271,85.872
272,81.98
273,86.75
274,48.614
275,50.514191483382700
276,87.97464158848900
277,86.75
278,82.7475
279,87.091
280,75.949283176978
281,59.204
282,81.11012775943280
283,75.949283176978
284,56.762
285,75.949283176978
286,92.134
287,47.2575
288,92.134
289,87.091
290,59.204
291,40.195
292,75.949283176978
293,59.204
294,54.32
295,86.816
296,68.429
297,92.134
298,54.32
299,77.895
300,72.33976105899270
301,86.75
302,86.75
303,59.192
304,77.78175
305,59.192
306,83.515
307,75.949283176978
308,73.227
309,59.204
310,86.75
311,36.867
312,84.884
313,59.204
314,92.134
315,92.134
316,86.75
317,92.134
318,59.192
319,68.65132984964550
320,96.06700000000000
321,40.18333333333330
322,75.949283176978
323,86.75
324,72.33166666666670
325,92.134
326,84.041641588489
327,87.091
328,87.091
329,50.27515203703740
330,69.869102508949
331,81.98
332,81.98
333,83.515
334,82.044
335,68.857
336,54.32
337,19.416
338,92.134
339,86.75
340,86.75
341,87.091
342,67.576641588489
343,40.195
344,81.862
345,31.548
346,48.614
347,59.204
348,54.32
349,75.949283176978
350,92.134
351,83.515
352,92.134
353,50.13033333333330
354,86.75
355,83.515
356,40.195
357,79.201
358,50.27515203703740
359,75.23030781598850
360,40.195
361,59.204
362,79.65933333333330
363,92.134
364,59.192
365,47.2575
366,80.14942772565930
367,19.416
368,75.949283176978
369,87.091
370,87.091
371,100
372,88.008
373,92.134
374,86.75
375,59.204
376,81.98
377,83.515
378,92.134
379,75.949283176978
380,84.97866666666670
381,86.75
382,83.515
383,85.444
384,86.75
385,59.204
386,59.204
387,92.134
388,87.091
389,92.134
390,83.0835
391,92.134
392,50.27515203703740
393,78.9934246988561
394,83.515
395,81.498
396,59.204
397,86.75
398,59.204
399,59.204
400,65.544
401,81.802
402,84.884
403,79.163
404,75.949283176978
405,48.614
406,83.515
407,92.134
408,84.884
409,87.091
410,59.192
411,92.134
412,74.082
413,59.192
414,86.75
415,86.75
416,81.98
417,77.893
418,84.884
419,26.035
420,63.7106156319769
421,55.795
422,87.091
423,40.195
424,50.27515203703740
425,59.204
426,59.192
427,86.75
428,59.204
429,92.134
430,59.192
431,87.091
432,79.201
433,81.98
434,85.98533333333330
435,74.485
436,40.195
437,75.949283176978
438,82.7475
439,86.75
440,87.091
441,74.2495
442,54.32
443,67.033
444,65.544
445,42.407
446,87.091
447,87.091
448,92.134
449,26.035
450,93.375
451,59.192
452,73.6115
453,59.204
454,63.7106156319769
455,82.652
456,86.7782
457,71.20350000000000
458,59.204
459,65.544
460,85.384
461,54.32
462,68.423
463,54.32
464,92.134
465,92.134
466,92.134
467,86.75
468,86.75
469,48.614
470,100
471,86.75
472,87.091
473,81.81875
474,83.515
475,54.32
476,81.98
477,81.98
478,13.88
479,49.62650000000000
480,83.515
481,36.867
482,92.134
483,49.62650000000000
484,59.204
485,92.134
486,83.515
487,83.831
488,87.091
489,59.204
490,92.134
491,76.4945
492,59.204
493,84.884
494,86.52966666666670
495,75.492094392326
496,81.802
497,82.7475
498,87.091
499,75.67225000000000
500,65.544
501,59.204
502,54.32
503,59.204
504,71.119
505,83.515
506,86.75
507,92.134
508,92.134
509,86.75
510,83.351649228819
511,100
512,87.091
513,59.204
514,80.416641588489
515,81.92975
516,66.5575
517,92.134
518,87.091
519,59.204
520,81.498
521,40.195
522,59.204
523,76.0865
524,84.884
525,92.279
526,81.802
527,77.895
528,40.195
529,87.091
530,59.192
531,81.0355
532,84.4425
533,88.94750000000000
534,87.091
535,100
536,79.26475000000000
537,49.62650000000000
538,75.949283176978
539,40.18333333333330
540,78.839
541,48.614
542,83.515
543,87.091
544,54.32
545,83.515
546,73.8418
547,59.192
548,59.204
549,80.984
550,50.27515203703740
551,92.134
552,86.75
553,26.147
554,83.515
555,59.204
556,59.204
557,85.66750000000000
558,59.204
559,38.531
560,81.58166666666670
561,59.204
562,92.134
563,54.32
564,81.98
565,68.4335
566,54.32
567,100
568,81.6082
569,82.0375662207342
570,26.147
571,75.949283176978
572,59.204
573,59.204
574,59.204
575,36.868
576,81.98
577,83.515
578,69.298
579,59.204
580,59.204
581,59.204
582,17.42
583,92.134
584,19.416
585,57.7006387971638
586,59.204
587,59.204
588,68.02533333333330
589,40.195
590,54.32
591,82.044
592,87.091
593,56.0103193985819
594,83.515
595,86.75
596,59.204
597,50.27515203703740
598,92.134
599,48.614
600,86.75
601,86.75
602,82.044
603,83.515
604,87.091
605,92.134
606,82.6885
607,54.32
608,59.204
609,86.75
610,83.515
611,100
612,66.1645
613,92.134
614,90.3475
615,86.446
616,76.65350000000000
617,86.75
618,92.134
619,81.514
620,79.8456
621,90.306
622,81.862
623,75.949283176978
624,75.949283176978
625,96.06700000000000
626,83.515
627,59.192
628,40.195
629,94.36933333333330
630,40.195
631,81.98
632,87.091
633,72.292
634,100
635,80.25357142857140
636,26.147
637,59.204
638,88.976
639,52.297576018518700
640,83.351649228819
641,49.62650000000000
642,83.515
643,75.949283176978
644,87.091
645,40.195
646,96.06700000000000
647,81.98
648,77.41033333333330
649,86.75
650,83.515
651,92.134
652,71.09366666666670
653,77.895
654,87.091
655,92.134
656,79.732141588489
657,83.515
658,87.091
659,59.204
660,87.091
661,75.949283176978
662,86.75
663,65.544
664,87.091
665,86.816
666,87.091
667,40.195
668,86.75
669,72.292
670,26.147
671,71.20457601851870
672,79.85300000000000
673,92.134
674,81.98
675,77.168
676,82.0375662207342
677,70.374
678,59.192
679,69.298
680,64.76
681,50.27515203703740
682,75.949283176978
683,75.949283176978
684,88.016
685,86.75
686,88.116
687,40.195
688,86.75
689,40.195
690,100
691,40.195
692,83.515
693,87.091
694,69.298
695,68.4335
696,78.38442772565930
697,36.867
698,59.204
699,100
700,86.816
701,69.298
702,86.75
703,36.868
704,59.192
705,65.544
706,87.091
707,59.204
708,59.192
709,86.75
710,92.134
711,81.98
712,82.7475
713,86.2755
714,69.298
715,92.134
716,47.2575
717,86.75
718,75.949283176978
719,36.867
720,69.298
721,50.27515203703740
722,75.949283176978
723,83.515
724,86.75
725,92.134
726,81.87566666666670
727,92.134
728,84.20400000000000
729,59.204
730,84.09666666666670
731,54.32
732,79.94066666666670
733,87.091
734,59.204
735,87.091
736,87.091
737,63.7106156319769
738,59.204
739,57.7006387971638
740,40.195
741,59.204
742,82.64539155518360
743,81.802
744,48.614
745,89.6005
746,92.134
747,86.75
748,86.75
749,33.115
750,75.949283176978
751,81.498
752,86.75
753,40.195
754,59.204
755,65.544
756,77.575141588489
757,40.195
758,83.464
759,81.802
760,81.98
761,84.884
762,92.134
763,80.416641588489
764,86.75
765,75.949283176978
766,87.091
767,47.2575
768,82.7475
769,92.134
770,75.949283176978
771,100
772,83.515
773,82.77200000000000
774,72.292
775,54.32
776,59.204
777,58.945
778,82.6946077247766
779,92.134
780,84.884
781,75.949283176978
782,59.192
783,86.64700000000000
784,59.204
785,86.816
786,75.949283176978
787,50.27515203703740
788,54.32
789,81.98
790,83.515
791,75.949283176978
792,83.515
793,87.091
794,83.515
795,92.134
796,56.00333333333330
797,40.195
798,86.75
799,87.091
800,40.195
801,87.091
802,81.98466666666670
803,82.934
804,78.71266666666670
805,65.544
806,75.949283176978
807,79.201
808,54.32
809,92.134
810,59.204
811,65.544
812,86.75
813,59.204
814,81.98
815,19.416
816,83.515
817,80.984
818,87.8245
819,86.75
820,83.515
821,59.204
822,81.862
823,26.035
824,75.949283176978
825,88.016
826,83.515
827,75.949283176978
828,65.544
829,86.75
830,50.58325
831,87.091
832,81.0285
833,83.515
834,59.204
835,69.57716666666670
836,75.949283176978
837,81.498
838,83.515
839,75.949283176978
840,54.32
841,83.515
842,71.27566666666670
843,81.923
844,54.32
845,81.98
846,59.204
847,75.949283176978
848,86.75
849,81.862
850,92.134
851,79.27875
852,54.32
853,92.134
854,82.7475
855,63.11221760700770
856,85.171
857,86.75
858,75.949283176978
859,66.10671428571430
860,72.292
861,87.091
862,96.06700000000000
863,82.7475
864,59.204
865,54.32
866,83.351649228819
867,63.7106156319769
868,59.204
869,81.98
870,65.544
871,59.204
872,95.852
873,59.204
874,26.035
875,26.035
876,13.88
877,48.614
878,83.351649228819
879,75.949283176978
880,75.949283176978
881,92.134
882,83.515
883,52.25375
884,74.822
885,78.859
886,54.32
887,83.515
888,83.515
889,59.204
890,82.044
891,72.977
892,82.044
893,85.303
894,79.93176105899270
895,26.035
896,86.75
897,59.204
898,59.204
899,86.9625
900,84.884
901,87.091
902,59.204
903,75.949283176978
904,100
905,92.134
906,78.839
907,59.204
908,83.515
909,53.909
910,59.204
911,54.32
912,65.38
913,38.136
914,83.515
915,81.498
916,59.204
917,59.204
918,83.515
919,59.192
920,92.134
921,48.614
922,59.204
923,62.4375
924,59.204
925,26.147
926,86.9205
927,54.32
928,59.204
929,65.544
930,75.949283176978
931,92.134
932,49.62650000000000
933,59.204
934,83.515
935,87.091
936,81.498
937,54.32
938,44.4045
939,59.204
940,47.2575
941,77.889
942,92.134
943,87.091
944,40.195
945,86.75
946,69.298
947,75.949283176978
948,54.32
949,83.515
950,59.204
951,59.192
952,72.3515
953,81.98
954,72.292
955,77.893
956,86.75
957,86.75
958,78.8503193985819
959,86.816
960,87.091
961,77.16
962,49.62650000000000
963,83.515
964,54.32
965,59.204
966,59.204
967,87.091
968,40.195
969,92.134
970,59.192
971,59.204
972,92.134
973,92.134
974,59.204
975,81.802
976,81.01085714285720
977,48.614
978,87.091
979,92.134
980,81.98
981,87.091
982,50.27515203703740
983,43.258
984,82.044
985,92.134
986,38.365
987,83.515
988,50.27515203703740
989,47.2575
990,92.134
991,83.515
992,59.204
993,86.75
994,92.134
995,86.75
996,87.091
997,82.044
998,49.62650000000000
999,83.515
1000,83.515
1001,77.893
1002,81.498
1003,49.62650000000000
1004,59.204
1005,88.976
1006,83.515
1007,65.544
1008,54.32
1009,83.515
1010,81.98
1011,36.867
1012,83.515
1013,75.949283176978
1014,86.75
1015,75.492094392326
1016,92.134
1017,74.539
1018,82.6658246144095
1019,59.204
1020,48.614
1021,43.258
1022,87.091
1023,59.204
1024,28.1415
1025,81.28525
1026,75.40080781598840
